txn_ref,occurred_at,type,issue_type,order_code,item_code,issue_pool,qty,uom,rate,entered_by,authorized_by,remarks,colour_ref,batch_ref,external_ref
TXN-260905-954,2026-09-05 02:42:29,issue,bom,BS-SM-15743 RE,2253,Paint Mixing,-1,Gram,9.04,malikhashir85858@gmail.com,,Variance: SIGN DONE,pantone 2312C,,
TXN-260905-955,2026-09-05 02:42:29,issue,bom,BS-SM-15743 RE,2354,Paint Matt Agent,-28,Gram,5.19,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260905-956,2026-09-05 02:42:29,issue,bom,BS-SM-15743 RE,2352,Paint Harnder,-28,Gram,5.81,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260905-957,2026-09-05 02:42:29,issue,bom,BS-SM-15743 RE,2404,Paint Thinner,-23,Gram,2.11,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260905-958,2026-09-05 05:25:47,receipt,,,2758,Paint Mixing,900,Gram,8.3,malikhashir85858@gmail.com,,,,,NIPPON MIXING
TXN-260905-959,2026-09-05 05:25:47,receipt,,,2428,Paint Mixing,900,Gram,12.97,malikhashir85858@gmail.com,,,,,NIPPON MIXING
TXN-260905-960,2026-09-05 05:25:47,receipt,,,2697,Paint Mixing,900,Gram,7.78,malikhashir85858@gmail.com,,,,,NIPPON MIXING
TXN-260905-961,2026-09-05 05:25:47,receipt,,,2438,Paint Mixing,900,Gram,10.27,malikhashir85858@gmail.com,,,,,NIPPON MIXING
TXN-260905-962,2026-09-05 05:28:01,issue,bom,BS-LHET-368,2438,Paint Mixing,-2,Gram,10.27,malikhashir85858@gmail.com,,Variance: SIGN DONE,PANTONE 695 C,,
TXN-260905-963,2026-09-05 05:28:01,issue,bom,BS-LHET-368,2245 / 2673,Paint Mixing,-14,Gram,9.75,malikhashir85858@gmail.com,,Variance: SIGN DONE,PANTONE 695 C,,
TXN-260905-964,2026-09-05 05:28:01,issue,bom,BS-LHET-368,2353,Paint Mixing,-19,Gram,12.42,malikhashir85858@gmail.com,,Variance: SIGN DONE,PANTONE 695 C,,
TXN-260905-965,2026-09-05 05:28:01,issue,bom,BS-LHET-368,2764,Paint Mixing,-11,Gram,6.04,malikhashir85858@gmail.com,,Variance: SIGN DONE,PANTONE 695 C,,
TXN-260905-966,2026-09-05 05:28:01,issue,bom,BS-LHET-368,2350,Paint Mixing,-81,Gram,6.44,malikhashir85858@gmail.com,,Variance: SIGN DONE,PANTONE 695 C,,
TXN-260905-967,2026-09-05 05:28:01,issue,bom,BS-LHET-368,2354,Paint Matt Agent,-28,Gram,5.19,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260905-968,2026-09-05 05:28:01,issue,bom,BS-LHET-368,2352,Paint Harnder,-28,Gram,5.81,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260905-969,2026-09-05 05:28:01,issue,bom,BS-LHET-368,2404,Paint Thinner,-23,Gram,2.11,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260905-970,2026-09-05 05:33:09,issue,rework,BS-SI-16500,2350,Paint Mixing,-100,Gram,6.44,malikhashir85858@gmail.com,HAHSIR,Repaint: BUSH ISSUE,,,
TXN-260905-971,2026-09-05 05:33:09,issue,rework,BS-SI-16500,2525,Paint Mixing,-50,Gram,1.97,malikhashir85858@gmail.com,HAHSIR,Repaint: BUSH ISSUE,,,
TXN-260905-972,2026-09-05 05:33:09,issue,rework,BS-SI-16500,2354,Paint Matt Agent,-75,Gram,5.19,malikhashir85858@gmail.com,HAHSIR,Repaint: BUSH ISSUE,,,
TXN-260905-973,2026-09-05 05:33:09,issue,rework,BS-SI-16500,2352,Paint Harnder,-75,Gram,5.81,malikhashir85858@gmail.com,HAHSIR,Repaint: BUSH ISSUE,,,
TXN-260905-974,2026-09-05 05:33:09,issue,rework,BS-SI-16500,2404,Paint Thinner,-40,Gram,2.11,malikhashir85858@gmail.com,HAHSIR,Repaint: BUSH ISSUE,,,
TXN-260907-975,2026-09-06 23:32:37,adjust,,,2269,Paint Mixing,-1225,Gram,8.36,malikhashir85858@gmail.com,,a,,,due to color mixing
TXN-260907-976,2026-09-06 23:32:37,adjust,,,2239,Paint Mixing,-1722,Gram,8.7,malikhashir85858@gmail.com,,a,,,due to color mixing
TXN-260907-977,2026-09-06 23:32:37,adjust,,,2271,Paint Mixing,-915,Gram,9.04,malikhashir85858@gmail.com,,a,,,due to color mixing
TXN-260907-978,2026-09-06 23:32:37,adjust,,,2241,Paint Mixing,-55,Gram,9.04,malikhashir85858@gmail.com,,a,,,due to color mixing
TXN-260907-979,2026-09-06 23:32:37,adjust,,,2257,Paint Mixing,-317,Gram,9.2,malikhashir85858@gmail.com,,a,,,due to color mixing
TXN-260907-980,2026-09-06 23:32:37,adjust,,,2253,Paint Mixing,-257,Gram,9.04,malikhashir85858@gmail.com,,a,,,due to color mixing
TXN-260907-981,2026-09-06 23:32:37,adjust,,,2245 / 2673,Paint Mixing,-233,Gram,9.75,malikhashir85858@gmail.com,,a,,,due to color mixing
TXN-260907-982,2026-09-06 23:32:37,adjust,,,2438,Paint Mixing,-243,Gram,10.27,malikhashir85858@gmail.com,,a,,,due to color mixing
TXN-260907-983,2026-09-06 23:32:37,adjust,,,2699,Paint Mixing,-472,Gram,6.93,malikhashir85858@gmail.com,,a,,,due to color mixing
TXN-260907-984,2026-09-06 23:32:37,adjust,,,2353,Paint Mixing,-264,Gram,12.42,malikhashir85858@gmail.com,,a,,,due to color mixing
TXN-260907-985,2026-09-06 23:32:37,adjust,,,2754,Paint Mixing,-635,Gram,7.78,malikhashir85858@gmail.com,,a,,,due to color mixing
TXN-260907-986,2026-09-06 23:32:37,adjust,,,2758,Paint Mixing,222,Gram,8.3,malikhashir85858@gmail.com,,a,,,due to color mixing
TXN-260907-987,2026-09-06 23:32:37,adjust,,,2438,Paint Mixing,-358,Gram,10.27,malikhashir85858@gmail.com,,a,,,due to color mixing
TXN-260907-988,2026-09-06 23:32:37,adjust,,,2428,Paint Mixing,227,Gram,12.97,malikhashir85858@gmail.com,,a,,,due to color mixing
TXN-260907-989,2026-09-06 23:32:37,adjust,,,2756,Paint Mixing,1114,Gram,11.42,malikhashir85858@gmail.com,,a,,,due to color mixing
TXN-260907-990,2026-09-06 23:32:37,adjust,,,2697,Paint Mixing,551,Gram,7.78,malikhashir85858@gmail.com,,a,,,due to color mixing
TXN-260907-991,2026-09-06 23:45:00,adjust,,,2350,Paint Mixing,-2200,Gram,6.44,malikhashir85858@gmail.com,,a,,,
TXN-260907-992,2026-09-06 23:50:06,issue,bom,BS-US-2552 A,2195,Paint Matt Agent,-537,Gram,4.86,malikhashir85858@gmail.com,,Variance: done,,,
TXN-260907-993,2026-09-06 23:53:15,receipt,,,2352,Paint Harnder,1050,Gram,5.81,malikhashir85858@gmail.com,,,,,2943
TXN-260907-994,2026-09-06 23:53:15,receipt,,,2438,Paint Mixing,1258,Gram,10.27,malikhashir85858@gmail.com,,,,,2943
TXN-260907-995,2026-09-06 23:53:15,receipt,,,2195,Paint Matt Agent,550,Gram,4.86,malikhashir85858@gmail.com,,,,,2943
TXN-260907-996,2026-09-06 23:53:15,receipt,,,2764,Paint Mixing,900,Gram,6.04,malikhashir85858@gmail.com,,,,,2943
TXN-260907-997,2026-09-07 00:13:57,issue,bom,BS-ET-16565,2158,Epoxy Set,-1300,Gram,7.79,malikhashir85858@gmail.com,,Variance: due to 2 shades,,,
TXN-260907-998,2026-09-07 00:13:57,issue,bom,BS-ET-16565,1145,Epoxy Set,-256,Gram,3.8,malikhashir85858@gmail.com,,Variance: due to 2 shades,,,
TXN-260907-999,2026-09-07 00:13:57,issue,bom,BS-ET-16565,244,Epoxy Set,-256,Gram,0.54,malikhashir85858@gmail.com,,Variance: due to 2 shades,,,
TXN-260907-1000,2026-09-07 00:13:57,issue,bom,BS-ET-16565,2241,Paint Mixing,-3,Gram,9.04,malikhashir85858@gmail.com,,Variance: due to 2 shades,PANTONE 5415 C,,
TXN-260907-1001,2026-09-07 00:13:57,issue,bom,BS-ET-16565,2271,Paint Mixing,-3,Gram,9.04,malikhashir85858@gmail.com,,Variance: due to 2 shades,PANTONE 5415 C,,
TXN-260907-1002,2026-09-07 00:13:57,issue,bom,BS-ET-16565,2438,Paint Mixing,-10,Gram,10.27,malikhashir85858@gmail.com,,Variance: due to 2 shades,PANTONE 5415 C,,
TXN-260907-1003,2026-09-07 00:13:57,issue,bom,BS-ET-16565,2754,Paint Mixing,-8,Gram,7.78,malikhashir85858@gmail.com,,Variance: due to 2 shades,PANTONE 5415 C,,
TXN-260907-1004,2026-09-07 00:13:57,issue,bom,BS-ET-16565,2350,Paint Mixing,-70,Gram,6.44,malikhashir85858@gmail.com,,Variance: due to 2 shades,PANTONE 5415 C,,
TXN-260907-1005,2026-09-07 00:13:57,issue,bom,BS-ET-16565,2764,Paint Mixing,-28,Gram,6.04,malikhashir85858@gmail.com,,Variance: due to 2 shades,PANTONE 5415 C,,
TXN-260907-1006,2026-09-07 00:13:57,issue,bom,BS-ET-16565,2354,Paint Matt Agent,-60,Gram,5.19,malikhashir85858@gmail.com,,Variance: due to 2 shades,,,
TXN-260907-1007,2026-09-07 00:13:57,issue,bom,BS-ET-16565,2352,Paint Harnder,-60,Gram,5.81,malikhashir85858@gmail.com,,Variance: due to 2 shades,,,
TXN-260907-1008,2026-09-07 00:13:57,issue,bom,BS-ET-16565,2355,Paint Thinner,-100,Gram,1.67,malikhashir85858@gmail.com,,Variance: due to 2 shades,,,
TXN-260907-1009,2026-09-07 00:13:57,issue,bom,BS-ET-16565,246,Miscellaneous,-200,Nos,,malikhashir85858@gmail.com,,Variance: due to 2 shades,,,
TXN-260907-1010,2026-09-07 00:18:57,issue,bom,BS-ET-16565,2350,Paint Mixing,-200,Gram,6.44,malikhashir85858@gmail.com,hahsir,Variance: due to 2 shades | Re-issue: due to 2 shades,,,
TXN-260907-1011,2026-09-07 00:18:57,issue,bom,BS-ET-16565,2764,Paint Mixing,-100,Gram,6.04,malikhashir85858@gmail.com,hahsir,Variance: due to 2 shades | Re-issue: due to 2 shades,,,
TXN-260907-1012,2026-09-07 00:18:57,issue,bom,BS-ET-16565,2354,Paint Matt Agent,-150,Gram,5.19,malikhashir85858@gmail.com,hahsir,Variance: due to 2 shades | Re-issue: due to 2 shades,,,
TXN-260907-1013,2026-09-07 00:18:57,issue,bom,BS-ET-16565,2352,Paint Harnder,-150,Gram,5.81,malikhashir85858@gmail.com,hahsir,Variance: due to 2 shades | Re-issue: due to 2 shades,,,
TXN-260907-1014,2026-09-07 00:18:57,issue,bom,BS-ET-16565,2404,Paint Thinner,-169,Gram,2.11,malikhashir85858@gmail.com,hahsir,Variance: due to 2 shades | Re-issue: due to 2 shades,,,
TXN-260907-1015,2026-09-07 00:24:18,issue,bom,BS-GL-0023,2350,Paint Mixing,-118,Gram,6.44,malikhashir85858@gmail.com,,Variance: done,,,
TXN-260907-1016,2026-09-07 00:24:18,issue,bom,BS-GL-0023,2354,Paint Matt Agent,-59,Gram,5.19,malikhashir85858@gmail.com,,Variance: done,,,
TXN-260907-1017,2026-09-07 00:24:18,issue,bom,BS-GL-0023,2352,Paint Harnder,-59,Gram,5.81,malikhashir85858@gmail.com,,Variance: done,,,
TXN-260907-1018,2026-09-07 00:24:18,issue,bom,BS-GL-0023,2404,Paint Thinner,-47,Gram,2.11,malikhashir85858@gmail.com,,Variance: done,,,
